江西本地,#genre#
内蒙卫视,http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221225836/index.m3u8
内蒙卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
新疆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
生活时尚,http://39.134.168.91/PLTV/1/224/3221225498/index.m3u8
重庆卫视,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/chongqingstv/index.m3u8?IAS$四川成都8M
河南卫视,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/henanstv/index.m3u8?IAS$四川成都8M
吉林卫视,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/jilinstv/index.m3u8?IAS$四川成都8M
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
海南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225722/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
青海卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225727/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
河北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
安徽卫视,http://ivi.bupt.edu.cn/hls/ahtv.m3u8
兵团卫视,http://ivi.bupt.edu.cn/hls/bttv.m3u8
北京卫视,http://ivi.bupt.edu.cn/hls/btv1.m3u8
重庆卫视,http://ivi.bupt.edu.cn/hls/cqtv.m3u8
东方卫视,http://ivi.bupt.edu.cn/hls/dftv.m3u8
东南卫视,http://ivi.bupt.edu.cn/hls/dntv.m3u8
